Query,Output
"Summarize my tasks related to the ""Backend-Optimization"" and prioritize them","var_1 = who_am_i()
var_2 = search_object_by_name(query=""Backend-Optimization"")
var_3 = works_list(owned_by=[var_1], applies_to_part=[var_2], type=[""task""])
var_4 = summarize_objects(objects=var_3)
var_5 = prioritize_objects(objects=var_3)
"
Create a list of issues for part PROD-456 and sort by priority,"var_1 = works_list(applies_to_part=[""PROD-456""], type=[""issue""])
var_2 = prioritize_objects(objects=var_1)
"
"Retrieve my P1 tickets, and provide a summary for them ","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.severity=[""p1""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
My girlfriend cheated on me. What should I do?,#Unanswerable_Invalid_Query_Error
"Search for a user by name 'Jane Doe', get all their tasks, prioritize them, and get a summary.","var_1 = search_object_by_name(query=""Jane Doe"")
var_2 = works_list(owned_by=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Find and summarize all 'blocker' severity tickets,"var_1 = works_list(type=[""ticket""], ticket.severity=[""blocker""])
var_2 = summarize_objects(objects=var_1)
"
Summarize the current sprint's tasks and add new task from meeting notes T to the current sprint,"var_1 = get_sprint_id()
var_2 = works_list(type=[""task""], owned_by=[var_1])
var_3 = summarize_objects(objects=var_2)
var_4 = create_actionable_tasks_from_text(text=""T"")
var_5 = add_work_items_to_sprint(work_ids=var_4, sprint_id=var_1)
"
Summarize my tasks from the current sprint that are related to project PROJ-456,"var_1 = who_am_i()
var_2 = get_sprint_id()
var_3 = search_object_by_name(query=""PROJ-456"")
var_4 = works_list(owned_by=[var_1], applies_to_part=[var_3], type=[""task""])
var_5 = summarize_objects(objects=var_4)
"
" Find issues with priority P2 related to part CLOUD-SERVICES, summarize them, and limit the results to 28.","var_1 = works_list(applies_to_part=[""CLOUD-SERVICES""], issue.priority=[""p2""], type=[""issue""], limit=28)
var_2 = summarize_objects(objects=var_1)
"
Create a list of tasks based on meeting notes and summarize the new tasks,"var_1 = create_actionable_tasks_from_text(text=""meeting notes"")
var_2 = summarize_objects(objects=var_1)
"
"For the Rev organization 'REV-789', list all tasks, prioritize them, and summarize for the report ","var_1 = search_object_by_name(query=""REV-789"")
var_2 = works_list(issue.rev_orgs=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Add all tasks related to the Epic EPIC-789 to the current sprint,"var_1 = search_object_by_name(query=""EPIC-789"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Locate work items for the 'QA-Testing' stage and assign to John Doe.,"var_1 = search_object_by_name(query=""John Doe"")
var_2 = works_list(stage.name=[""QA-Testing""], type=[""task""])
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_1)
"
"Find all work items with type ""issue"" that involve Rev organization ""REV-456"", prioritize and add to sprint ""SPRINT-123""","var_1 = works_list(issue.rev_orgs=[""REV-456""], type=[""issue""])
var_2 = prioritize_objects(objects=var_1)
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=""SPRINT-123"")
"
"Find and summarize all tickets needing a response from the customer with the ID ""CUSTOMER-456""","var_1 = search_object_by_name(query=""CUSTOMER-456"")
var_2 = works_list(ticket.rev_org=[var_1], ticket.needs_response=True, type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
"Find tasks similar to the one with ID ""BUG-456"" and summarize them for the weekly review","var_1 = get_similar_work_items(work_id=""BUG-456"")
var_2 = summarize_objects(objects=var_1)
"
List my tasks and arrange them by priority,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
"Summarize my tasks related to the ""Widget"" project and determine if any need my response","var_1 = who_am_i()
var_2 = search_object_by_name(query=""Widget"")
var_3 = works_list(type=[""task""], owned_by=[var_1], applies_to_part=[var_2], ticket.needs_response=True)
var_4 = summarize_objects(objects=var_3)
"
Fetch tickets from the email channel for organization ORG-456 and prioritize them,"var_1 = works_list(ticket.source_channel=[""email""], ticket.rev_org=[""ORG-456""], type=[""ticket""])
var_2 = prioritize_objects(objects=var_1)
"
Identify tasks for ENH-456 and summarize them,"var_1 = works_list(applies_to_part=[""ENH-456""], type=[""task""])
var_2 = summarize_objects(objects=var_1)
"
Summarize tasks related to the Epic EPIC-456,"var_1 = search_object_by_name(query=""EPIC-456"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
Find and summarize all p2 issues that need a response under REV-456,"var_1 = search_object_by_name(query=""REV-456"")
var_2 = works_list(issue.priority=[""p2""], ticket.needs_response=True, issue.rev_orgs=[var_1], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
" Prioritize and add to the current sprint all tasks related to part DATA-PIPELINE, limiting the results to 25.","var_1 = works_list(applies_to_part=[""DATA-PIPELINE""], type=[""task""], limit=25)
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Add all my tasks related to the 'UX-Redesign' project to the current sprint,"var_1 = who_am_i()
var_2 = search_object_by_name(query=""UX-Redesign"")
var_3 = works_list(applies_to_part=[var_2], owned_by=[var_1], type=[""task""])
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
Create a list of tasks based on the discussion points from the last team meeting and add them to my task list.,"var_1 = create_actionable_tasks_from_text(text=""discussion points from the last team meeting"")
var_2 = who_am_i()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
"Identify and summarize all tickets without a response that are tagged with ""Blocker""","var_1 = works_list(ticket.needs_response=True, ticket.severity=[""blocker""], type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
"
"Find and summarize all ""ticket"" type work items related to ""ProjectZ"" and add them to the sprint","var_1 = search_object_by_name(query=""ProjectZ"")
var_2 = works_list(ticket.rev_org=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
"Search for tasks from the ""Customer Feedback"" channel and list them by their creation date","var_1 = works_list(type=[""task""], ticket.source_channel=[""Customer Feedback""])
"
"Find all tasks related to the ""BackendOptimization"" project and then add high-priority ones to the active sprint.","var_1 = search_object_by_name(query=""BackendOptimization"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"For issues raised via email, get their IDs, summarize them, and identify if any are similar to ""ISSUE-999"".","var_1 = works_list(ticket.source_channel=[""email""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
var_3 = get_similar_work_items(work_id=""ISSUE-999"")
"
"Summarize the recent work created by user ""DevX"" and identify which items need a response.","var_1 = search_object_by_name(query=""DevX"")
var_2 = works_list(created_by=[var_1])
var_3 = summarize_objects(objects=var_2)
"
Create a summary report of all issues created by user 'Alex' that are in the 'QA Testing' stage,"var_1 = search_object_by_name(query=""Alex"")
var_2 = works_list(created_by=[var_1], stage.name=[""QA Testing""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
List and prioritize all P1 tickets for the Rev organization REV-TEAM-456,"var_1 = search_object_by_name(query=""REV-TEAM-456"")
var_2 = works_list(issue.rev_orgs=[var_1], issue.priority=[""p1""], type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
"
"For the customer ""ClientX"", find all open tickets, prioritize by their severity, and assign to the sprint X","var_1 = search_object_by_name(query=""ClientX"")
var_2 = works_list(ticket.rev_org=[var_1], type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
var_4 = search_object_by_name(query=""X"")
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
List and summarize all issues marked as p0 in priority that I own,"var_1 = who_am_i()
var_2 = works_list(issue.priority=[""p0""], owned_by=[var_1], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
Retrieve and summarize my work items with priority 'p2' that are pending in 'QA' stage,"var_1 = who_am_i()
var_2 = works_list(type=[""issue"", ""ticket"", ""task""], owned_by=[var_1], issue.priority=[""p2""], stage.name=[""QA""])
var_3 = summarize_objects(objects=var_2)
"
" Prioritize and summarize tickets that need a response from the CUSTOMER_SERVICE team, limiting the results to 22.","var_1 = search_object_by_name(query=""CUSTOMER_SERVICE"")
var_2 = works_list(ticket.needs_response=True, ticket.rev_org=[var_1], limit=22)
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Retrieve and sort issues of type 'task' that need a response,"var_1 = works_list(ticket.needs_response=True, type=[""task""])
var_2 = prioritize_objects(objects=var_1)
"
Summarize all P1 tickets from the support channel 'email' that are pending review,"var_1 = works_list(ticket.severity=[""p1""], ticket.source_channel=[""email""], stage.name=[""pending review""], type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
"
List and summarize my tasks associated with Rev organization REV-456,"var_1 = who_am_i()
var_2 = search_object_by_name(query=""REV-456"")
var_3 = works_list(owned_by=[var_1], ticket.rev_org=[var_2], type=[""task""])
var_4 = summarize_objects(objects=var_3)
"
Summarize the open issues from the Engineering team with priority P2,"var_1 = works_list(issue.priority=[""p2""], stage.name=[""open""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
"Retrieve work items for part CAPL-123, filter by P1 priority, and summarize the results","var_1 = search_object_by_name(query=""CAPL-123"")
var_2 = works_list(applies_to_part=[var_1], issue.priority=[""p1""], type=[""issue"", ""ticket"", ""task""])
var_3 = summarize_objects(objects=var_2)
"
Prioritize and add new feature requests to the product backlog.,"var_1 = works_list(type=[""new feature request""], type=[""task""])
var_2 = prioritize_objects(objects=var_1)
"
List all high severity tickets coming in from slack from customer Cust123 and generate a summary of them.,"var_1 = search_object_by_name(query=""Cust123"")
var_2 = works_list(ticket.severity=[""high""], ticket.source_channel=[""slack""], ticket.rev_org=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
"Find tasks for the ""Alpha"" project and sort them by priority","var_1 = search_object_by_name(query=""Alpha"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
Prioritize and summarize my open tickets,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
"Can you translate the phrase ""Hello, how are you?"" into French?",#Unanswerable_Invalid_Query_Error
"What is the plot summary of the novel ""1984"" by George Orwell?",#Unanswerable_Invalid_Query_Error
Find all P1 tasks related to the REV-456 organization and organize them by priority,"var_1 = works_list(issue.rev_orgs=[""REV-456""], issue.priority=[""p1""], type=[""task""])
var_2 = prioritize_objects(objects=var_1)
"
"
Summarize the work items that are at the 'review' stage and created by user USR-123
","var_1 = works_list(stage.name=[""review""], created_by=[""USR-123""])
var_2 = summarize_objects(objects=var_1)
"
Add recent issues created by user USER-456 to the current sprint,"var_1 = works_list(created_by=[""USER-456""], type=[""issue""])
var_2 = get_sprint_id()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
"Is there a balance between order and chaos, or is one ultimately dominant?",#Unanswerable_Invalid_Query_Error
"Retrieve all tickets needing a response, summarize by the issue and identify if any are critical","var_1 = works_list(type=[""ticket""], ticket.needs_response=True)
var_2 = summarize_objects(objects=var_1)
"
Create a summary of all p1 tickets owned by user DEVU-456,"var_1 = works_list(owned_by=[""DEVU-456""], ticket.severity=[""p1""], type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
"
Summarize my tasks which need a response and prioritize them,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.needs_response=True, type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Retrieve the current sprint ID and assign newly created tasks from the brainstorming session notes,"var_1 = create_actionable_tasks_from_text(text=""brainstorming session notes"")
var_2 = get_sprint_id()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
Identify my p1 issues within Rev organization 'REV-789' and summarize for today's meeting,"var_1 = who_am_i()
var_2 = search_object_by_name(query=""REV-789"")
var_3 = works_list(owned_by=[var_1], issue.priority=[""p1""], issue.rev_orgs=[var_2], type=[""issue""])
var_4 = summarize_objects(objects=var_3)
"
List all P2 priority tickets from the product PROD-789 and add them to the current sprint.,"var_1 = search_object_by_name(query=""PROD-789"")
var_2 = works_list(applies_to_part=[var_1], issue.priority=[""p2""], type=[""ticket""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Add my new high severity tickets with part 'part-123' to the current sprint,"var_1 = who_am_i()
var_2 = works_list(type=[""ticket""], ticket.severity=[""high""], applies_to_part=['part-123'], owned_by=[var_1])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
"Search for part ID ""PartX"" and list all associated tasks","var_1 = search_object_by_name(query=""PartX"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
"
